Level,Title,Page Number,Parent Title,Keywords,Filtered_Keywords
2,2.4 System Services,104,2.3 System Calls,"[('gramsformatandprinttheoutputtotheterminalorotheroutputdevices', 0.6204), ('severaltexteditorsmaybeavailabletocreateandmod', 0.5643), ('resourcessuchasfilesanddisks', 0.5295), ('nextistheoperatingsystem', 0.5034), ('ortotransferfilesfrom', 0.4725)]","['gramsformatandprinttheoutputtotheterminalorotheroutputdevices', 'severaltexteditorsmaybeavailabletocreateandmod', 'resourcessuchasfilesanddisks', 'nextistheoperatingsystem', 'ortotransferfilesfrom']"
2,2.5 Linkers and Loaders,105,2.4 System Services,"[('programsthatareusefulinsolvingcommonproblemsorperformingcommon', 0.5047), ('temneededaservicetolistenfornetworkconnectionsinordertoconnect', 0.4662), ('fromcompilingaprogramtoplacingitinmemory', 0.458), ('aloaderisusedtoloadthebinaryexecutablefileintomemory', 0.4458), ('operatingsystemsthatrunimportantactivitiesin', 0.4277)]","['programsthatareusefulinsolvingcommonproblemsorperformingcommon', 'temneededaservicetolistenfornetworkconnectionsinordertoconnect', 'fromcompilingaprogramtoplacingitinmemory']"
2,2.6 Why Applications Are Operating-System Specific,107,2.5 Linkers and Loaders,"[('thesetofservicesprovidedbyoperatingsystemsforusebyapplications', 0.6249), ('elffilesaredividedintoanumber', 0.5886), ('loadthejavaapplicationintothejavavirtualmachine', 0.5708), ('operatingsystemprovidesauniquesetofsystemcalls', 0.5588), ('theapplicationcanbewritteninaninterpretedlanguage', 0.5532)]","['thesetofservicesprovidedbyoperatingsystemsforusebyapplications', 'elffilesaredividedintoanumber', 'loadthejavaapplicationintothejavavirtualmachine', 'operatingsystemprovidesauniquesetofsystemcalls', 'theapplicationcanbewritteninaninterpretedlanguage']"
2,2.7 Operating-System Design and Implementation,109,2.6 Why Applications Are Operating-System Specific,"[('binaryexecutablefileiswrittenforandcompiledonaspecificoperatingsystem', 0.6476), ('cpuarchitectures', 0.5976), ('thebinaryformatofsystemlibraries', 0.5897), ('definedforacertainoperatingsystemrunningonagivenarchitecture', 0.5876), ('intelx86', 0.5708)]","['binaryexecutablefileiswrittenforandcompiledonaspecificoperatingsystem', 'cpuarchitectures', 'thebinaryformatofsystemlibraries', 'definedforacertainoperatingsystemrunningonagivenarchitecture', 'intelx86']"
3,2.7.1 Design Goals,109,2.7 Operating-System Design and Implementation,"[('binaryexecutablefileiswrittenforandcompiledonaspecificoperatingsystem', 0.6476), ('cpuarchitectures', 0.5976), ('thebinaryformatofsystemlibraries', 0.5897), ('definedforacertainoperatingsystemrunningonagivenarchitecture', 0.5876), ('intelx86', 0.5708)]","['binaryexecutablefileiswrittenforandcompiledonaspecificoperatingsystem', 'cpuarchitectures', 'thebinaryformatofsystemlibraries', 'definedforacertainoperatingsystemrunningonagivenarchitecture', 'intelx86']"
3,2.7.2 Mechanisms and Policies,110,2.7.1 Design Goals,"[('cpuschedulingalgorithm', 0.6205), ('atingsystemsarecollectionsofmany', 0.5592), ('systemtoenforceagloballookandfeelacrossalldevicesthatrunthewindows', 0.5422), ('itisdifficulttomakegeneralstatementsabouthowthey', 0.541), ('cpuprotection', 0.5305)]","['cpuschedulingalgorithm', 'atingsystemsarecollectionsofmany', 'systemtoenforceagloballookandfeelacrossalldevicesthatrunthewindows', 'itisdifficulttomakegeneralstatementsabouthowthey', 'cpuprotection']"
3,2.7.3 Implementation,110,2.7.2 Mechanisms and Policies,"[('cpuschedulingalgorithm', 0.6205), ('atingsystemsarecollectionsofmany', 0.5592), ('systemtoenforceagloballookandfeelacrossalldevicesthatrunthewindows', 0.5422), ('itisdifficulttomakegeneralstatementsabouthowthey', 0.541), ('cpuprotection', 0.5305)]","['cpuschedulingalgorithm', 'atingsystemsarecollectionsofmany', 'systemtoenforceagloballookandfeelacrossalldevicesthatrunthewindows', 'itisdifficulttomakegeneralstatementsabouthowthey', 'cpuprotection']"
2,2.8 Operating-System Structure,111,2.7 Operating-System Design and Implementation,"[('androidprovidesaniceexample', 0.5895), ('android', 0.4803), ('x86', 0.3439), ('languageprogrammercanproduceefficientsmallroutines', 0.3427), ('cpuschedulerare', 0.3375)]","['androidprovidesaniceexample', 'android']"
3,2.8.1 Monolithic Structure,112,2.8 Operating-System Structure,"[('unixoperating', 0.5773), ('unixandisstructuredsimilarly', 0.5748), ('thesimpleststructurefororganizinganoperatingsystemisnostructureatall', 0.5355), ('cpuscheduling', 0.5323), ('thekernelisfurtherseparatedintoaseriesofinterfacesanddevice', 0.5279)]","['unixoperating', 'unixandisstructuredsimilarly', 'thesimpleststructurefororganizinganoperatingsystemisnostructureatall', 'cpuscheduling', 'thekernelisfurtherseparatedintoaseriesofinterfacesanddevice']"
3,2.8.2 Layered Approach,113,2.8.1 Monolithic Structure,"[('systemlayerisanimplementationofanabstractobjectmade', 0.5569), ('changestoonepartofthesystemcanhavewide', 0.5107), ('hardwareapplications', 0.4961), ('evidenceofthisstructureinthe', 0.4823), ('devicesnetworks', 0.4668)]","['systemlayerisanimplementationofanabstractobjectmade', 'changestoonepartofthesystemcanhavewide', 'hardwareapplications', 'evidenceofthisstructureinthe', 'devicesnetworks']"
3,2.8.3 Microkernels,114,2.8.2 Layered Approach,"[('programtotraversethroughmultiplelayerstoobtainanoperating', 0.5286), ('layeredsystemshavebeensuccessfullyusedincomputernetworks', 0.5041), ('thesesystemshavefewerlayerswithmorefunctionality', 0.4603), ('ifanerrorisfoundduringthedebuggingofaparticular', 0.4215), ('itusesonlythebasichardware', 0.4185)]","['programtotraversethroughmultiplelayerstoobtainanoperating', 'layeredsystemshavebeensuccessfullyusedincomputernetworks', 'thesesystemshavefewerlayerswithmorefunctionality']"
3,2.8.4 Modules,116,2.8.3 Microkernels,"[('cpuschedulingandmemorymanagement', 0.4831), ('servicesdynamicallyispreferabletoaddingnewfeaturesdirectlytothekernel', 0.4331), ('kernelduringruntimeaswell', 0.4218), ('componentsandcanlinkinadditionalservicesviamodules', 0.3899), ('thefirstreleasehadalayeredmicrokernelorgani', 0.3728)]",['cpuschedulingandmemorymanagement']
3,2.8.5 Hybrid Systems,116,2.8.4 Modules,"[('cpuschedulingandmemorymanagement', 0.4831), ('servicesdynamicallyispreferabletoaddingnewfeaturesdirectlytothekernel', 0.4331), ('kernelduringruntimeaswell', 0.4218), ('componentsandcanlinkinadditionalservicesviamodules', 0.3899), ('thefirstreleasehadalayeredmicrokernelorgani', 0.3728)]",['cpuschedulingandmemorymanagement']
2,2.9 Building and Booting an Operating System,122,2.8 Operating-System Structure,"[('atingsystemoraddadditionaloperatingsystems', 0.5752), ('maybeoverlygeneralandmaynotsupportdifferenthardwareconfigurations', 0.5615), ('selectionoccursatexecutiontimeratherthanatcompileorlink', 0.5047), ('systemconfiguration', 0.4916), ('macospreinstalled', 0.4828)]","['atingsystemoraddadditionaloperatingsystems', 'maybeoverlygeneralandmaynotsupportdifferenthardwareconfigurations', 'selectionoccursatexecutiontimeratherthanatcompileorlink', 'systemconfiguration', 'macospreinstalled']"
3,2.9.1 Operating-System Generation,122,2.9 Building and Booting an Operating System,"[('atingsystemoraddadditionaloperatingsystems', 0.5752), ('maybeoverlygeneralandmaynotsupportdifferenthardwareconfigurations', 0.5615), ('selectionoccursatexecutiontimeratherthanatcompileorlink', 0.5047), ('systemconfiguration', 0.4916), ('macospreinstalled', 0.4828)]","['atingsystemoraddadditionaloperatingsystems', 'maybeoverlygeneralandmaynotsupportdifferenthardwareconfigurations', 'selectionoccursatexecutiontimeratherthanatcompileorlink', 'systemconfiguration', 'macospreinstalled']"
3,2.9.2 System Boot,124,2.9.1 Operating-System Generation,"[('somecomputersystemsuseamultistagebootprocess', 0.6143), ('kernelinitializeshardware', 0.5781), ('kernelsthatcanbebooted', 0.534), ('grubisflexibleandallowschangestobemadeatboottime', 0.5029), ('asmallbootloaderlocatedinnonvolatilefirmwareknown', 0.4736)]","['somecomputersystemsuseamultistagebootprocess', 'kernelinitializeshardware', 'kernelsthatcanbebooted', 'grubisflexibleandallowschangestobemadeatboottime', 'asmallbootloaderlocatedinnonvolatilefirmwareknown']"
2,2.10 Operating-System Debugging,125,2.9 Building and Booting an Operating System,"[('hardwaredebuggingisoutsidethescope', 0.505), ('computersystemscansufferfromsoftwareerrorsandpoor', 0.4772), ('thisfilesystemcontainsnecessarydriversandkernelmodules', 0.452), ('necessarydrivershavebeenloaded', 0.4297), ('compressedfilethatisextractedafteritisloadedintomemory', 0.4144)]","['hardwaredebuggingisoutsidethescope', 'computersystemscansufferfromsoftwareerrorsandpoor', 'thisfilesystemcontainsnecessarydriversandkernelmodules']"
3,2.10.1 Failure Analysis,125,2.10 Operating-System Debugging,"[('hardwaredebuggingisoutsidethescope', 0.505), ('computersystemscansufferfromsoftwareerrorsandpoor', 0.4772), ('thisfilesystemcontainsnecessarydriversandkernelmodules', 0.452), ('necessarydrivershavebeenloaded', 0.4297), ('compressedfilethatisextractedafteritisloadedintomemory', 0.4144)]","['hardwaredebuggingisoutsidethescope', 'computersystemscansufferfromsoftwareerrorsandpoor', 'thisfilesystemcontainsnecessarydriversandkernelmodules']"
3,2.10.2 Performance Monitoring and Tuning,126,2.10.1 Failure Analysis,"[('debuggingordinary', 0.4373), ('debugginguser', 0.3848), ('ferenttoolsandtechniquesduetotheverydifferentnature', 0.3736), ('runningprogramsandcoredumpscan', 0.3467), ('intheearlydaysofcomputing', 0.339)]",[]
3,2.10.3 Tracing,127,2.10.2 Performance Monitoring and Tuning,"[('linuxperformancetools', 0.5632), ('linuxtools', 0.4654), ('linux', 0.417), ('weprovideprogrammingprojectswhereyouwillcreateandaccess', 0.4074), ('systemcallsinvokedby', 0.289)]","['linuxperformancetools', 'linuxtools']"
3,2.10.4 BCC,128,2.10.3 Tracing,"[('1990sforfilteringtrafficacrossacomputernetwork', 0.4735), ('ifyouwritethecodeascleverlyaspossible', 0.3734), ('enabledperformanceanalysistoolshas', 0.3259), ('bcctoolalsocompilesthecprogramintoe', 0.3054), ('madesignificantimprovementsinhow', 0.2947)]",['1990sforfilteringtrafficacrossacomputernetwork']
2,2.11 Summary,130,2.10 Operating-System Debugging,"[('bccisarapidlychangingtechnologywithnewfeaturesconstantly', 0.6045), ('systemcallsprovideaninterfacetotheservicesmadeavailablebyanoper', 0.4491), ('efficiency', 0.4136), ('operatingsystemtoanother', 0.4011), ('bccandebpfandtheirabilitytotraceessentiallyanyareaofthelinuxoperat', 0.3641)]",['bccisarapidlychangingtechnologywithnewfeaturesconstantly']
2,Practice Exercises,131,2.11 Summary,"[('disadvantagesof', 0.5139), ('themicrokernelapproachfordesigningoperatingsystemsusesaminimal', 0.5076), ('systemservicesthroughmodulesthatcanbeloadedandremovedduring', 0.4647), ('manycontemporaryoperatingsystemsareconstructedashybrid', 0.4579), ('inwhichcaseswoulditbeimpossiblefor', 0.4477)]","['disadvantagesof', 'themicrokernelapproachfordesigningoperatingsystemsusesaminimal', 'systemservicesthroughmodulesthatcanbeloadedandremovedduring', 'manycontemporaryoperatingsystemsareconstructedashybrid']"
2,Further Reading,131,Practice Exercises,"[('disadvantagesof', 0.5139), ('themicrokernelapproachfordesigningoperatingsystemsusesaminimal', 0.5076), ('systemservicesthroughmodulesthatcanbeloadedandremovedduring', 0.4647), ('manycontemporaryoperatingsystemsareconstructedashybrid', 0.4579), ('inwhichcaseswoulditbeimpossiblefor', 0.4477)]","['disadvantagesof', 'themicrokernelapproachfordesigningoperatingsystemsusesaminimal', 'systemservicesthroughmodulesthatcanbeloadedandremovedduring', 'manycontemporaryoperatingsystemsareconstructedashybrid']"
2,Bibliography,132,Further Reading,"[('linuxboot', 0.5927), ('linux', 0.535), ('unix', 0.4381), ('thoroughlydiscussthelinuxkernel', 0.4336), ('microsoftpress', 0.4326)]","['linuxboot', 'linux']"
2,Chapter 2 Exercises,133,Bibliography,"[('howdouserprogramsandsystemservicesinteractinamicro', 0.5403), ('assemblesroutineswithinkernelspacetominimizethepaththatthesys', 0.5308), ('11describehowyoucouldobtainastatisticalprofileoftheamountoftime', 0.5186), ('tomakebuildingtheoperatingsystemeasier', 0.5133), ('loadablekernelmodules', 0.4987)]","['howdouserprogramsandsystemservicesinteractinamicro', 'assemblesroutineswithinkernelspacetominimizethepaththatthesys', '11describehowyoucouldobtainastatisticalprofileoftheamountoftime', 'tomakebuildingtheoperatingsystemeasier', 'loadablekernelmodules']"
2,Programming Problems,134,Chapter 2 Exercises,"[('towriteprogramsthatdirectlyinvokekernelfunctions', 0.5886), ('thisprogramworksbyfirstpromptingtheuserfor', 0.5797), ('runtheprogramusingautilitythattracessys', 0.5661), ('wedescribedaprogramthatcopiesthecontentsofonefile', 0.5598), ('youwillthenmodifythekernelmodulesothatitcreatesanentry', 0.5424)]","['towriteprogramsthatdirectlyinvokekernelfunctions', 'thisprogramworksbyfirstpromptingtheuserfor', 'runtheprogramusingautilitythattracessys', 'wedescribedaprogramthatcopiesthecontentsofonefile', 'youwillthenmodifythekernelmodulesothatitcreatesanentry']"
2,Programming Projects,134,Programming Problems,"[('towriteprogramsthatdirectlyinvokekernelfunctions', 0.5886), ('thisprogramworksbyfirstpromptingtheuserfor', 0.5797), ('runtheprogramusingautilitythattracessys', 0.5661), ('wedescribedaprogramthatcopiesthecontentsofonefile', 0.5598), ('youwillthenmodifythekernelmodulesothatitcreatesanentry', 0.5424)]","['towriteprogramsthatdirectlyinvokekernelfunctions', 'thisprogramworksbyfirstpromptingtheuserfor', 'runtheprogramusingautilitythattracessys', 'wedescribedaprogramthatcopiesthecontentsofonefile', 'youwillthenmodifythekernelmodulesothatitcreatesanentry']"
0,PART TWO PROCESS MANAGEMENT,141,PART ONE OVERVIEW,"[('schedulers', 0.598), ('designing', 0.4935), ('programmers', 0.4879), ('cpu', 0.4686), ('work', 0.4651)]","['schedulers', 'designing', 'programmers', 'cpu', 'work']"
1,Chapter 3 Processes,143,PART TWO PROCESS MANAGEMENT,"[('earlycomputersallowedonlyoneprogramtobeexecutedatatime', 0.6729), ('moderncomputing', 0.59), ('alltheseprocessescanexecuteconcurrently', 0.5526), ('italsoneedstotakecareofvarioussystemtasksthatarebestdoneinuserspace', 0.519), ('themorecomplextheoperatingsystemis', 0.4689)]","['earlycomputersallowedonlyoneprogramtobeexecutedatatime', 'moderncomputing', 'alltheseprocessescanexecuteconcurrently', 'italsoneedstotakecareofvarioussystemtasksthatarebestdoneinuserspace', 'themorecomplextheoperatingsystemis']"
2,3.1 Process Concept,144,Chapter 3 Processes,"[('terminologywasdevelopedduringatimewhenthemajoractivityofoperating', 0.5212), ('ifacomputercanexecuteonlyoneprogramatatime', 0.5174), ('jobwhendescribingtheroleoftheoperatingsystem', 0.5006), ('dataheapstack', 0.4701), ('supportitsowninternalprogrammedact', 0.4476)]","['terminologywasdevelopedduringatimewhenthemajoractivityofoperating', 'ifacomputercanexecuteonlyoneprogramatatime', 'jobwhendescribingtheroleoftheoperatingsystem', 'dataheapstack']"
3,3.1.1 The Process,144,3.1 Process Concept,"[('terminologywasdevelopedduringatimewhenthemajoractivityofoperating', 0.5212), ('ifacomputercanexecuteonlyoneprogramatatime', 0.5174), ('jobwhendescribingtheroleoftheoperatingsystem', 0.5006), ('dataheapstack', 0.4701), ('supportitsowninternalprogrammedact', 0.4476)]","['terminologywasdevelopedduringatimewhenthemajoractivityofoperating', 'ifacomputercanexecuteonlyoneprogramatatime', 'jobwhendescribingtheroleoftheoperatingsystem', 'dataheapstack']"
3,3.1.2 Process State,145,3.1.1 The Process,"[('shrinkandgrowdynamicallyduringprogramexecution', 0.6861), ('severalusersmayberunningdifferentcopiesofthemailprogram', 0.6592), ('memorythatisdynamicallyallocatedduringprogramrun', 0.6441), ('notchangeduringprogramruntime', 0.6321), ('aprogrambecomesaprocesswhenanexecutablefile', 0.6221)]","['shrinkandgrowdynamicallyduringprogramexecution', 'severalusersmayberunningdifferentcopiesofthemailprogram', 'memorythatisdynamicallyallocatedduringprogramrun', 'notchangeduringprogramruntime', 'aprogrambecomesaprocesswhenanexecutablefile']"
3,3.1.3 Process Control Block,147,3.1.2 Process State,"[('tothesestatesispresentedinfigure3', 0.4077), ('thecounterindicatestheaddressofthenextinstruction', 0.3243), ('finishedexecution', 0.3182), ('filesregisters', 0.2696), ('thestatediagramcorresponding', 0.2504)]",[]
3,3.1.4 Threads,148,3.1.3 Process Control Block,"[('theprocessmodeldiscussedsofarhasimpliedthataprocessisaprogramthat', 0.5282), ('cpucore', 0.5096), ('cpuutilization', 0.5043), ('theusercannotsimultaneouslytypeincharactersandrunthespell', 0.4879), ('itemsasthevalueofthebaseandlimitregistersandthepagetables', 0.4858)]","['theprocessmodeldiscussedsofarhasimpliedthataprocessisaprogramthat', 'cpucore', 'cpuutilization', 'theusercannotsimultaneouslytypeincharactersandrunthespell', 'itemsasthevalueofthebaseandlimitregistersandthepagetables']"
2,3.2 Process Scheduling,148,3.1 Process Concept,"[('theprocessmodeldiscussedsofarhasimpliedthataprocessisaprogramthat', 0.5282), ('cpucore', 0.5096), ('cpuutilization', 0.5043), ('theusercannotsimultaneouslytypeincharactersandrunthespell', 0.4879), ('itemsasthevalueofthebaseandlimitregistersandthepagetables', 0.4858)]","['theprocessmodeldiscussedsofarhasimpliedthataprocessisaprogramthat', 'cpucore', 'cpuutilization', 'theusercannotsimultaneouslytypeincharactersandrunthespell', 'itemsasthevalueofthebaseandlimitregistersandthepagetables']"
3,3.2.1 Scheduling Queues,150,3.2 Process Scheduling,"[('suchasthatinfigure3', 0.5044), ('requirestakingthegeneralbehaviorofaprocessintoaccount', 0.491), ('scorethisqueueisgenerallystoredas', 0.4526), ('processesthatarewaitingforacertain', 0.4462), ('itstimedoingcomputations', 0.4233)]","['suchasthatinfigure3', 'requirestakingthegeneralbehaviorofaprocessintoaccount', 'scorethisqueueisgenerallystoredas']"
3,3.2.2 CPU Scheduling,151,3.2.1 Scheduling Queues,"[('someoperatingsystemshaveanintermediateform', 0.4912), ('aprocessmigratesamongthereadyqueueandvariouswaitqueuesthrough', 0.4909), ('cpuschedulermustselectanewprocessforthe', 0.488), ('cpuschedulerexecutesat', 0.478), ('interruptorhavingitstimesliceexp', 0.4733)]","['someoperatingsystemshaveanintermediateform', 'aprocessmigratesamongthereadyqueueandvariouswaitqueuesthrough', 'cpuschedulermustselectanewprocessforthe', 'cpuschedulerexecutesat', 'interruptorhavingitstimesliceexp']"
